OTU	log2FoldChange	p	padj	Domain	Phylum	Class	Order	Family	Genus	Species	density_min	density_max	sparsity_threshold	sparsity_apply	l2fc_threshold
OTU.241	1.5308886829991	0.0459636129576119	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured alpha proteobacterium	uncultured alpha proteobacterium	1.72	1.75	0.3	all	0.25
OTU.1247	0.585497701895678	0.217833302294364	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA	NA	1.72	1.75	0.3	all	0.25
OTU.2565	-0.031836300932941	0.635837667381753	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA	NA	1.72	1.75	0.3	all	0.25
OTU.1804	0.349690033605862	0.419792743808664	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1180	-0.0991577818018283	0.830166422037292	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.526	1.62728166473232	0.238155986119541	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.26935	-0.642611256955142	0.819289383053511	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.18044	1.7817827323239	0.00173906571478328	0.202079436057818	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.8884	1.26368584805403	0.177846559257434	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.11141	0.635996663158516	0.251116392436324	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA	NA	1.72	1.75	0.3	all	0.25
OTU.4565	1.13613619617182	0.197053377455922	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.6024	2.18700830541918	0.063043746948791	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	NA	NA	1.72	1.75	0.3	all	0.25
OTU.800	0.79941759085505	0.0798361415200194	1	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	1.72	1.75	0.3	all	0.25
OTU.3498	-1.6709265130985	0.762600747602951	1	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.3199	1.02357613267508	0.361434752831969	1	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1.72	1.75	0.3	all	0.25
OTU.493	-0.795423974908604	0.967443127046079	1	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	1.72	1.75	0.3	all	0.25
OTU.6071	-0.606656005517131	0.741418857002685	1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.92	0.0218532998673284	0.675260645855817	1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.453	0.207411151263178	0.528870008288535	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.11891	0.193490053056145	0.512352103529069	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	1.72	1.75	0.3	all	0.25
OTU.299	0.0554307220918287	0.65080831865809	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	1.72	1.75	0.3	all	0.25
OTU.339	0.0416532414969004	0.806282559841238	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.274	-0.079773264953643	0.754878579749042	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.344	-0.447466473215575	0.97740245472297	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	1.72	1.75	0.3	all	0.25
OTU.577	-0.649078775836775	0.99293140247856	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	1.72	1.75	0.3	all	0.25
OTU.728	-0.6536122924547	0.988289196541687	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	1.72	1.75	0.3	all	0.25
OTU.2028	0.3066689799319	0.474826466507337	1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.347	1.0391582991266	0.35543408719514	1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA	1.72	1.75	0.3	all	0.25
OTU.1718	-0.536578316528631	0.957988567885861	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.990	0.779167906514673	0.28966088372825	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2126	1.89489322104561	0.181404871851615	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.596	-0.394501899738051	0.912604263994106	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured delta proteobacterium	1.72	1.75	0.3	all	0.25
OTU.2488	2.63695357760285	3.23821107091538e-06	0.000855182105546289	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.3936	1.03405230744142	0.263684786444016	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2781	-0.0127034680181403	0.658536852295307	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.477	-0.470501719266574	0.857248604019549	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.667	1.21110578925408	0.378364535940318	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2045	0.449742306056944	0.456575206459424	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	1.72	1.75	0.3	all	0.25
OTU.1536	0.0164264984781775	0.639861064736942	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	1.72	1.75	0.3	all	0.25
OTU.304	1.70420255319399	0.000290106701405455	0.0443557877675182	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	1.72	1.75	0.3	all	0.25
OTU.685	2.22540577792349	5.44067313426336e-07	0.000197564443187938	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	1.72	1.75	0.3	all	0.25
OTU.670	0.48477951894407	0.253479285548725	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.254	0.0692712496402844	0.711422114229416	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1037	1.14480188049981	0.339226573121787	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Ambiguous_taxa	Ambiguous_taxa	1.72	1.75	0.3	all	0.25
OTU.1287	4.8098875326979	1.07991065429692e-06	0.000348571161192507	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	uncultured delta proteobacterium	uncultured delta proteobacterium	1.72	1.75	0.3	all	0.25
OTU.26863	1.21543057493177	0.248682796841253	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	1.72	1.75	0.3	all	0.25
OTU.18386	0.447805853399573	0.360090106096439	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	1.72	1.75	0.3	all	0.25
OTU.633	2.10443480437502	0.00248588194822161	0.257613078742997	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	1.72	1.75	0.3	all	0.25
OTU.1630	1.50899212480865	0.0538587710041789	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.523	-0.267305130062342	0.739841071390506	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.588	0.568924103523414	0.31323253263505	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	1.72	1.75	0.3	all	0.25
OTU.2161	1.30994713940772	0.166111275789516	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.26832	2.11248117565509	0.063050418585093	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.8984	0.303281724948562	0.447762128333367	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.26881	1.45373377818323	0.0956619819458053	1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.747	-0.281749549693658	0.821729356818702	1	Bacteria	Latescibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.3841	1.92908507433416	0.293980293719381	1	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Schlesneriaceae	Schlesneria	NA	1.72	1.75	0.3	all	0.25
OTU.22682	1.58284440099993	0.00848342143505907	0.586769982591586	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	Ambiguous_taxa	Ambiguous_taxa	1.72	1.75	0.3	all	0.25
OTU.1302	0.0733366965681955	0.540578302336173	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1987	1.14989500819712	0.119272155737635	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1576	-0.738078510406823	0.815809520417338	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.955	-0.0124556533166194	0.734690073352327	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2908	0.24518095931013	0.501648871158177	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.1636	-0.608136461575304	0.723466014973259	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1349	-0.860416125249998	0.764825424217645	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1395	0.844468548353188	0.2964359858727	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1212	0.222510716957759	0.51552433554468	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	1.72	1.75	0.3	all	0.25
OTU.6495	0.561946783669053	0.460033107989367	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2154	1.31934575917098	0.165489067605452	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.6997	0.527654722767224	0.454100071694185	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	Ambiguous_taxa	1.72	1.75	0.3	all	0.25
OTU.3450	-0.182888934288402	0.653367870617962	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1967	0.347667720808409	0.46891239177365	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.906	-0.0166099798183739	0.68367860311153	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.8057	0.279952426842638	0.487952758610852	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.10722	2.79908679442067	0.011302990490136	0.684066403621774	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.11760	-0.372792503092402	0.761899688701597	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.15028	0.779983642013864	0.211311582048828	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.10676	0.549397210578125	0.394229233876923	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2690	-0.0643081655651433	0.591181164784997	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.973	-0.383945896130469	0.833979666264359	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1563	1.28956617023828	0.0155178728899207	0.842605995237752	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2549	0.758152138805849	0.194632880765967	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.12793	0.766863642775513	0.282545804385866	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2188	0.520200445021675	0.386379633879108	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1082	-0.126684607638234	0.772094184348841	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured planctomycete	1.72	1.75	0.3	all	0.25
OTU.2354	0.796639727090037	0.237018162953842	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.12783	0.0115967273924593	0.567183540390084	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured planctomycete	1.72	1.75	0.3	all	0.25
OTU.34042	0.946210232893523	0.38430359420016	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.3354	1.01351830925718	0.402904442030343	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.20692	1.49440878983322	0.344330546480351	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.11872	0.529598822470555	0.457563579681652	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.2455	-0.467150376094685	0.723125542863227	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured planctomycete	1.72	1.75	0.3	all	0.25
OTU.8567	3.05563717981272	0.00904469959294621	0.607452332687715	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.4064	0.980723750503594	0.383230864961244	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.5289	-0.0681687740650591	0.579209154847815	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.853	1.53714882952587	0.148009023740787	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1448	1.73909637759829	0.315588902259195	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.15588	-0.0171640794974667	0.623848006755363	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.645	1.7107732046135	0.160459425095637	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.932	1.47736906256207	0.177839246745775	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.597	0.338470427680648	0.388559170023017	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.4355	1.40911565061538	0.209948877215752	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2393	1.48728931861383	0.345180753723141	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured planctomycete	1.72	1.75	0.3	all	0.25
OTU.1210	1.41567031640144	0.029957985190472	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.931	0.701179511377971	0.138471516437148	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	1.72	1.75	0.3	all	0.25
OTU.1216	2.05159044513408	0.073042607214314	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1581	1.00036700894088	0.130800382150063	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured planctomycete	1.72	1.75	0.3	all	0.25
OTU.2785	-0.33164907761259	0.730243324178494	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.3773	0.947289207943606	0.388100106305138	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1072	1.86399076761862	0.301309023736201	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1778	1.75658642008604	0.0527033732673	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.5610	0.344043496096641	0.465227866379296	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1364	0.844533322294494	0.151432419381086	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1236	-0.0395367108751439	0.543979540701089	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.22284	0.0810555860888109	0.521670970642939	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1261	-0.323576624018988	0.768851154963652	1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.14834	-0.666906977419601	0.950205099707446	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.3641	1.9143408838924	0.295633243398395	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured planctomycete	1.72	1.75	0.3	all	0.25
OTU.5685	-0.0884012209896338	0.761024340586512	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Ambiguous_taxa	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2317	0.361038184902514	0.436521048038761	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Ambiguous_taxa	Ambiguous_taxa	1.72	1.75	0.3	all	0.25
OTU.10370	0.870093494951501	0.248648275248424	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera	Ambiguous_taxa	1.72	1.75	0.3	all	0.25
OTU.22337	-1.66400049061102	0.959206764741288	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	1.72	1.75	0.3	all	0.25
OTU.7921	0.896768596715595	0.256242431266919	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.14524	0.94752874123144	0.156101177682059	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	Ambiguous_taxa	1.72	1.75	0.3	all	0.25
OTU.1888	-0.372960585755437	0.87272066028347	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	1.72	1.75	0.3	all	0.25
OTU.3233	0.00199467161741744	0.617050277996124	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	1.72	1.75	0.3	all	0.25
OTU.855	-1.08569057903823	0.667425046546849	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured Singulisphaera sp.	1.72	1.75	0.3	all	0.25
OTU.3776	1.22515642701402	0.284164049906544	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1971	-2.16034410590028	0.994903923255942	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	1.72	1.75	0.3	all	0.25
OTU.6785	0.845920288840434	0.251387959977467	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	NA	1.72	1.75	0.3	all	0.25
OTU.13102	0.778388230240747	0.0736424764608282	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	1.72	1.75	0.3	all	0.25
OTU.1974	-0.270871672097903	0.734500930539188	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	NA	1.72	1.75	0.3	all	0.25
OTU.7031	0.852058246984137	0.170969412337065	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	1.72	1.75	0.3	all	0.25
OTU.5214	-0.171297562926493	0.659545979633048	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	1.72	1.75	0.3	all	0.25
OTU.4012	1.72065785812199	0.160818263072391	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.3954	1.30337755866109	0.367051773946923	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.2133	0.00087278222633304	0.67878886381339	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	NA	1.72	1.75	0.3	all	0.25
OTU.6737	-0.0454680376857349	0.693513907792091	1	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.3446	0.893917313113695	0.365592552302274	1	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.3119	0.654260160836658	0.408500694545726	1	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.8168	2.28771381058616	0.116078191115216	1	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.3465	2.26040717984093	0.228671781001805	1	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	NA	1.72	1.75	0.3	all	0.25
OTU.26508	0.356165034647639	0.475823987357316	1	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	uncultured bacterium	1.72	1.75	0.3	all	0.25
OTU.1921	1.07512003914044	0.286237879607049	1	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	uncultured bacterium	1.72	1.75	0.3	all	0.25
