OTU	log2FoldChange	p	padj	Domain	Phylum	Class	Order	Family	Genus	Species	density_min	density_max	sparsity_threshold	sparsity_apply	l2fc_threshold
OTU.1925	0.160574352016062	0.564033748948623	1	Bacteria	GAL15	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1059	0.50384339552158	0.439710321915258	1	Bacteria	Chloroflexi	TK10	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.3570	0.927326843269391	0.330182978236285	1	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	1.7	1.73	0.3	all	0.25
OTU.4370	0.534506188505198	0.427579133932001	1	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.2750	0.255115561198362	0.499337738801528	1	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1833	0.675734485602987	0.398917726988989	1	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.1272	-0.252160409075326	0.696033329015859	1	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.367	1.78639469964927	0.0831999014572414	1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.2058	1.60449024694628	0.202270015053949	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.2194	0.140800781229701	0.547157293448319	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.14933	0.359238521926034	0.466670179338229	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.5968	0.618960989702397	0.357211530202336	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.147	0.48606353133559	0.363472389299525	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.87	0.372862770850357	0.402872121047188	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.30808	1.38644252186719	0.350239124024465	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.630	0.400523095040718	0.385195170660853	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.1054	0.175145111735348	0.550054145800552	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	uncultured Ktedonobacter sp.	1.7	1.73	0.3	all	0.25
OTU.6111	1.41120273456124	0.0332084588491255	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.20969	-0.106230240416864	0.7449969115294	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.427	0.445979021081128	0.369000251741045	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.30122	0.238038081050882	0.504013674746476	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.4477	0.628175976090219	0.289909133292842	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.287	0.0215171790568542	0.669677732754148	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.1677	0.418467764372664	0.382163716216813	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	1.7	1.73	0.3	all	0.25
OTU.847	0.961746565964448	0.199926598204637	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	NA	1.7	1.73	0.3	all	0.25
OTU.13636	0.754448077532495	0.416395917922735	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.5834	1.71039992678059	0.175666119858322	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.741	1.44760641622708	0.0346347309523438	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.2282	0.75650310825226	0.423812208991964	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.639	0.502737216093619	0.354198099915654	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32	NA	1.7	1.73	0.3	all	0.25
OTU.1233	-0.349656647155077	0.78377081991085	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.15211	-0.625950793307635	0.859111165274647	1	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1728	-0.281213590605993	0.770296738735215	1	Bacteria	WPS-2	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.59	-0.276275316263044	0.876997494837105	1	Bacteria	WPS-2	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.671	-0.466770666934194	0.941087644778644	1	Bacteria	WPS-2	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.13618	0.0347921402561441	0.62021534150963	1	Bacteria	WPS-2	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1835	-0.443863363330663	0.913293072203018	1	Bacteria	WPS-2	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.2364	-0.522803277881762	0.767138700753791	1	Bacteria	WPS-2	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.20477	0.15336219745986	0.541687152882162	1	Bacteria	WPS-2	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.20259	0.450848281875225	0.457474473322667	1	Bacteria	WPS-2	NA	NA	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.3970	2.14937000647857	0.0788914361091711	1	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	1.7	1.73	0.3	all	0.25
OTU.804	0.344808288845334	0.430026291785983	1	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	1.7	1.73	0.3	all	0.25
OTU.1490	1.12141491000486	0.388777282625512	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Fonticella	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.85	0.498273949208663	0.426936904798371	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	1.7	1.73	0.3	all	0.25
OTU.3027	1.12141491000486	0.388777282625512	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	1.7	1.73	0.3	all	0.25
OTU.35	1.00398361419916	0.209734840498646	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.2977	2.72088364393132	0.134678758484114	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.952	-0.753979598180621	0.90428663226795	1	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.2717	1.89581407816794	0.296543310557757	1	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.2718	1.56339116763593	0.335022824545147	1	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.19856	-0.402102620156553	0.638748323514575	1	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1371	0.497057491840802	0.374115835906556	1	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.3864	0.962446084167118	0.405313135224052	1	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.3193	1.03132473455814	0.27040680992056	1	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA	1.7	1.73	0.3	all	0.25
OTU.2302	0.69788034825515	0.435011397465338	1	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	1.7	1.73	0.3	all	0.25
OTU.1107	-0.278202802135166	0.576166328903834	1	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.3528	0.934777523639443	0.404497041346754	1	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.12036	1.4911024005051	0.136350944045278	1	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.3545	-0.362276828777512	0.63500845416614	1	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1574	1.44876289204299	0.077342081120029	1	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.32855	2.56576065494688	0.0486345687252241	1	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.3447	-1.01004437442943	0.976924678550388	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1129	0.430702718159502	0.439700430631281	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.86	-0.260509759170702	0.850700926614522	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.1025	0.413796168063887	0.43728136269804	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.13052	-0.164512392585256	0.717913986077891	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.12852	-0.542060126470896	0.856483738349337	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.430	0.167215180294914	0.560259497533955	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.19913	0.361070361909884	0.435312050271788	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.24912	0.982342417854142	0.243718644895222	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.9045	0.874762192838619	0.229621249096005	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.317	-0.35417545713135	0.945821349927457	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.28598	1.68601827967386	0.181419289004942	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.16522	-0.506121091651975	0.758093323682784	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.6209	0.206667540965275	0.527443691846277	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.28	-0.254917741008764	0.826937606412615	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.373	-0.0827338344808383	0.800522350889267	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.3568	-0.0893554078505278	0.775299496967474	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.31351	1.69434645885083	0.135656381864978	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.25783	0.0593270828787947	0.638830665724816	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.8880	-0.324645432349769	0.9453162355543	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.16941	0.936125165743821	0.401568718324454	1	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.4078	-1.05236799241945	0.84436767174182	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1577	-1.00032107954021	0.897280942119237	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.297	0.326097255187857	0.479475157443655	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.455	-0.745480065961064	0.984959707644961	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.24032	-0.867322604470616	0.933971414034228	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	1.7	1.73	0.3	all	0.25
OTU.12353	0.663773396622292	0.384700585728452	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.559	-0.336754675962816	0.675287239448226	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.1202	0.997212000695366	0.386222792538656	1	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1651	0.700458937078543	0.413702953419671	1	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1108	1.56339116763593	0.335022824545147	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA	1.7	1.73	0.3	all	0.25
OTU.1155	-0.0951351774226125	0.544572242556714	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	metagenome	metagenome	1.7	1.73	0.3	all	0.25
OTU.3943	1.12141491000486	0.388777282625512	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	CWT CU03-E12	NA	NA	1.7	1.73	0.3	all	0.25
OTU.991	1.16012479761827	0.314004674791416	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.6924	-0.157078435889617	0.552547574412068	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.3949	1.12141491000486	0.388777282625512	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter sp.	1.7	1.73	0.3	all	0.25
OTU.10391	0.70166342862379	0.289322317046516	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.22474	2.19582770372643	0.130540634107586	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.3597	1.06252163497627	0.136292748467405	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.27623	-0.157078435889617	0.552547574412068	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	1.7	1.73	0.3	all	0.25
OTU.26643	-0.0664057738067992	0.552175438827532	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.1685	-0.153446875649442	0.628585028553086	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.3173	-0.0160048225872806	0.580701768577349	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.583	-1.03625163144363	0.662822629436557	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.26199	0.655025665522232	0.403926545969134	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.45	0.268465986693627	0.491232847985514	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.3825	1.63910742898475	0.189450937474461	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	NA	1.7	1.73	0.3	all	0.25
OTU.19	1.30539172634973	0.106983345629552	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.26884	2.49383506294454	0.0315892935543074	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	1.7	1.73	0.3	all	0.25
OTU.996	-0.549285300179941	0.664542075127201	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.1022	1.56339116763593	0.335022824545147	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1899	2.37522154513876	0.090224471402803	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.271	-0.660426979884053	0.645785631550111	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.573	0.706244309597032	0.366767169987644	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	NA	1.7	1.73	0.3	all	0.25
OTU.1723	0.297027548659542	0.493917946444387	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA	1.7	1.73	0.3	all	0.25
OTU.735	0.650769154101368	0.43792697639313	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.569	1.15046365653012	0.376539571234127	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA	1.7	1.73	0.3	all	0.25
OTU.7619	0.449873531496692	0.448458540974056	1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.17791	1.9044782679519	0.0762919469502949	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.22756	1.39788639870788	0.153367171418013	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.281	1.21826605570622	0.324198316215046	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.16384	2.60388704361101	0.0931858504847643	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	1.7	1.73	0.3	all	0.25
OTU.665	1.81711676982466	0.0427992518486212	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.173	0.967813829503717	0.127400842568668	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Ambiguous_taxa	1.7	1.73	0.3	all	0.25
OTU.7312	0.0715423074806006	0.563719119321447	1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	1.7	1.73	0.3	all	0.25
OTU.1829	0.700551211303262	0.412981070223111	1	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.22989	1.06734695595419	0.395466702565019	1	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	1.7	1.73	0.3	all	0.25
OTU.487	-0.0293295548489575	0.635173026384637	1	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	1.7	1.73	0.3	all	0.25
OTU.1934	0.297027548659542	0.493917946444387	1	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.4122	0.297027548659542	0.493917946444387	1	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1252	0.297027548659542	0.493917946444387	1	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.11804	-0.157078435889617	0.552547574412068	1	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.4232	0.297027548659542	0.493917946444387	1	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	1.7	1.73	0.3	all	0.25
OTU.333	-0.175972476334396	0.795161049237115	1	Bacteria	Acidobacteria	Subgroup 5	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium	1.7	1.73	0.3	all	0.25
OTU.4255	0.273928217586136	0.496902610020324	1	Bacteria	Acidobacteria	Subgroup 5	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.1329	1.85190275544807	0.0981780619147712	1	Bacteria	Acidobacteria	Subgroup 5	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
OTU.606	1.683022229741	0.0806418630217544	1	Bacteria	Acidobacteria	Subgroup 5	NA	NA	NA	NA	1.7	1.73	0.3	all	0.25
OTU.1876	0.650757049171194	0.437955552039156	1	Bacteria	Elusimicrobia	Lineage IIa	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	1.7	1.73	0.3	all	0.25
